Job Title,Company,Location,Job Link,Employment Type,Compensation,Date Posted
C# Developer,Network IT Bruma,"Cape Town: Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2336126/c%23-developer-in-cape-town-northern-suburbs-western-cape,Permanent Intermediate position,"R450,000 - R540,000 pa cost to company",04 Oct 2019
Software Engineer Machine Learning,Capital H Staffing,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2315985/software-engineer-machine-learning-in-stellenbosch-western-cape,Permanent Intermediate position,Undisclosed basic salary,04 Oct 2019
Senior Developer Team Lead,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2335887/senior-developer-team-lead-in-johannesburg-north-gauteng,Permanent Senior position,"R850,000 - R900,000 pa cost to company",04 Oct 2019
Java Team Lead,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2335820/java-team-lead-in-johannesburg-north-gauteng,Permanent Senior position,"R960,000 - R1,400,000 pa cost to company",03 Oct 2019
Full Stack Developer,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2335684/full-stack-developer-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,"R45,000 - R55,000 pm basic salary",03 Oct 2019
Senior C# Developer Iot Devops,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2335605/senior-c%23-developer-iot-devops-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,02 Oct 2019
Devops Engineer,Emerge,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335452/devops-engineer-in-centurion-gauteng-at-emerge,Permanent Intermediate position,"R799,999 - R800,000 pa cost to company",02 Oct 2019
C# Devops Engineer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335443/c%23-devops-engineer-in-johannesburg-gauteng-at-emerge,Permanent Intermediate position,"R450,000 - R500,000 pa cost to company",02 Oct 2019
Android Developer,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2329034/android-developer-in-johannesburg-gauteng,Permanent Senior position,"R600,000 - R900,000 pa cost to company",02 Oct 2019
Senior Java Developer,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2315412/senior-java-developer-in-johannesburg-gauteng,Permanent Senior position,Undisclosed cost to company,01 Oct 2019
Senior PHP Developer,Fourier Recruitment,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2335270/senior-php-developer-in-durban-kwazulu-natal-at-fourier-recruitment,Permanent Senior position,"R30,000 - R40,000 pm cost to company incl benefits",01 Oct 2019
Javascript Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335011/javascript-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,30 Sep 2019
Full Stack Developer Nodejs Reactjs,Datafin Recruitment,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2334962/full-stack-developer-nodejs-reactjs-in-stellenbosch-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,30 Sep 2019
Senior C#.NET Developer,Datafin Recruitment,"Mouille Point, Western Cape",https://www.careerjunction.co.za/jobs/view/2334959/senior-c%23.net-developer-in-mouille-point-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,30 Sep 2019
Senior Java Developer Contract,Emerge,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334802/senior-java-developer-contract-in-randburg-gauteng-at-emerge,Contract Intermediate position,R700 - R750 ph cost to company,30 Sep 2019
Mid Senior C# Developer C# Angular Azure,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334733/mid-senior-c%23-developer-c%23-angular-azure-in-johannesburg-gauteng,Permanent Intermediate position,"R600,000 - R620,000 pa cost to company",27 Sep 2019
.NET Developer,Emerge,"Parktown, Gauteng",https://www.careerjunction.co.za/jobs/view/2334693/.net-developer-in-parktown-gauteng-at-emerge,Contract Senior position,"R849,999 - R858,000 pa cost to company",27 Sep 2019
Full Stack Java Developer,Emerge,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2334674/full-stack-java-developer-in-pretoria-cbd-gauteng-at-emerge,Contract Intermediate position,"R599,999 - R600,000 pa cost to company",27 Sep 2019
Java Developer,Boikago Group (Pty) Ltd,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2323820/java-developer-in-cape-town-western-cape-at-boikago-group-pty-ltd,Permanent Junior position,Basic salary Neg,27 Sep 2019
Senior Java Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2334616/senior-java-developer-in-centurion-gauteng,Permanent Senior position,"R850,000 - R900,000 pa cost to company",27 Sep 2019
Senior Software Developer C++,Indlovukazi Recruitment,"Rosebank, Gauteng",https://www.careerjunction.co.za/jobs/view/2310142/senior-software-developer-c%2B%2B-in-rosebank-gauteng,Permanent Senior position,Undisclosed cost to company incl benefits,27 Sep 2019
Back-End Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2326635/back-end-developer-in-centurion-gauteng,Permanent Senior position,"R550,000 - R720,000 pa cost to company",26 Sep 2019
Java Developer 4+ Experience,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334518/java-developer-4%2B-experience-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus benefits Neg,26 Sep 2019
Devops Engineer,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334301/devops-engineer-in-cape-town-cbd-western-cape-at-emerge,Contract Intermediate position,R550 - R600 ph cost to company,25 Sep 2019
PHP Developer,Mass Staffing Projects,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2177608/php-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,25 Sep 2019
Java Developer,Mass Staffing Projects,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2180147/java-developer-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,25 Sep 2019
Javascript Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334130/javascript-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,25 Sep 2019
Senior Quantitative Analyst,Star Personnel Recruitment (Pty) Ltd,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2314408/senior-quantitative-analyst-in-cape-town-region-western-cape,Permanent Management EE position,Undisclosed cost to company incl benefits,24 Sep 2019
Software Engineering Team Lead Backend,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326431/software-engineering-team-lead-backend-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,23 Sep 2019
Software Engineer Team Leader,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326432/software-engineer-team-leader-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,23 Sep 2019
Devops Engineer,Emerge,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2320129/devops-engineer-in-sandown-gauteng-at-emerge,Permanent Senior position,"R900,000 - R1,000,000 pa cost to company",23 Sep 2019
Assistant Technical Officer,Stellenbosch University,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2339929/assistant-technical-officer-in-bellville-western-cape-at-stellenbosch-university,Permanent Intermediate position,Undisclosed basic salary,24 Oct 2019
Applications Developer iOS & Android,Universal Healthcare,"Sunninghill, Gauteng",https://www.careerjunction.co.za/jobs/view/2291592/applications-developer-ios-android-in-sunninghill-gauteng-at-universal-healthcare,Permanent Intermediate position,Undisclosed cost to company,10 Oct 2019
Full Stack Developer,Saongroup,"Observatory, Western Cape",https://www.careerjunction.co.za/jobs/view/2320662/full-stack-developer-in-observatory-western-cape-at-saongroup,Permanent Senior position,Undisclosed cost to company,01 Oct 2019
Utilities Analyst,Adcorp,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2339869/utilities-analyst-in-johannesburg-gauteng-at-adcorp,Permanent Intermediate position,"R400,000 - R500,000 pa basic salary Neg",24 Oct 2019
Analyst Developer,Affirmative Portfolios,"Modderfontein AH, Gauteng",https://www.careerjunction.co.za/jobs/view/2339835/analyst-developer-in-modderfontein-ah-gauteng,Contract Intermediate position,"R580,000 - R583,933 pa cost to company",24 Oct 2019
Data Governance Manager,SET Recruitment Consultants,"Braamfontein, Gauteng",https://www.careerjunction.co.za/jobs/view/2339834/data-governance-manager-in-braamfontein-gauteng,Permanent Management position,"R700,000 - R950,000 pa cost to company",24 Oct 2019
SQL Developer,DCV Sabenza IT and Recruitment,"Somerset West NU, Western Cape",https://www.careerjunction.co.za/jobs/view/2339337/sql-developer-in-somerset-west-nu-western-cape,Permanent Senior position,"R700,000 - R800,000 pa cost to company",22 Oct 2019
Controlm Analyst,Mediro Application Consulting,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2339298/controlm-analyst-in-rosslyn-gauteng,Contract Intermediate position,Undisclosed cost to company,22 Oct 2019
C# Developer,iOCO,"Pretoria - Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2339205/c%23-developer-in-pretoria-centurion-gauteng,Permanent Intermediate position,"R30,000 - R35,000 pm cost to company",21 Oct 2019
Software Engineer,Isilumko Staffing,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2339163/software-engineer-in-cape-town-cbd-western-cape,Permanent Specialist position,Undisclosed cost to company,21 Oct 2019
Front-End Developer,Quiglies Solutions,"Victoria and Alfred Waterfront, Western Cape",https://www.careerjunction.co.za/jobs/view/2339062/front-end-developer-in-victoria-and-alfred-waterfront-western-cape,Permanent Intermediate EE position,Undisclosed cost to company,21 Oct 2019
UI Full Stack Senior Developer,Adcorp,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2339048/ui-full-stack-senior-developer-in-randburg-gauteng-at-adcorp,Permanent Management position,Market Related basic salary Neg,21 Oct 2019
K2 Developer,Mediro Application Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2339039/k2-developer-in-johannesburg-gauteng,Contract Intermediate position,Undisclosed cost to company incl benefits,21 Oct 2019
Developer Front-End,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2270431/developer-front-end-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Senior BI Developer Analyst,Datafin Recruitment,"Wynberg, Western Cape",https://www.careerjunction.co.za/jobs/view/2317523/senior-bi-developer-analyst-in-wynberg-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,18 Oct 2019
Senior Developer Integration,M-Ploy Global Resourcing,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2338648/senior-developer-integration-in-centurion-gauteng,Permanent Specialist EE position,Undisclosed cost to company,17 Oct 2019
Solutions Consultant Business Analyst Consumer Credit,Star Personnel Recruitment (Pty) Ltd,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2338493/solutions-consultant-business-analyst-consumer-credit-in-cape-town-region-western-cape,Contract Specialist position,Undisclosed basic salary plus benefits,16 Oct 2019
Client Digital Junior Developer X2,Datafin Recruitment,"Waterfront, Western Cape",https://www.careerjunction.co.za/jobs/view/2338475/client-digital-junior-developer-x2-in-waterfront-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,16 Oct 2019
Senior Software Specialist,Nigel Frank International,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2338436/senior-software-specialist-in-midrand-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,16 Oct 2019
Dynamics NAV Developer,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2338382/dynamics-nav-developer-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Senior position,"R55,000 - R75,000 pm cost to company",16 Oct 2019
Postilion Developer,eSmart Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2338367/postilion-developer-in-sandown-gauteng,Permanent Intermediate position,Undisclosed cost to company,16 Oct 2019
Software Developer,Datafin Recruitment,"Rondebosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2338154/software-developer-in-rondebosch-western-cape-at-datafin-recruitment,Permanent Intermediate position,"R25,000 - R100,000 pm basic salary",15 Oct 2019
SAP Developer,QES,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2338135/sap-developer-in-bellville-western-cape-at-qes,Contract Senior position,Undisclosed basic salary,15 Oct 2019
Software Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337913/software-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,14 Oct 2019
Senior C# Developer,Nigel Frank International,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2337910/senior-c%23-developer-in-midrand-gauteng-at-nigel-frank-international,Permanent Senior position,"R50,000 - R75,000 pm basic salary plus benefits",14 Oct 2019
Mobile Applications Developer,Hi-Tech Recruitment,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2337902/mobile-applications-developer-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,"R360,000 - R800,000 pa cost to company incl benefits",14 Oct 2019
Senior C# Developer,EQPlus,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2337689/senior-c%23-developer-in-sandown-gauteng,Permanent Senior position,"R40,000 - R55,000 pm basic salary",14 Oct 2019
Senior Software Developer C#.NET,Datafin Recruitment,"Epping Industrial, Western Cape",https://www.careerjunction.co.za/jobs/view/2337609/senior-software-developer-c%23.net-in-epping-industrial-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,11 Oct 2019
Oracle Specialist,BLOC Placements,"Midridge Park, Gauteng",https://www.careerjunction.co.za/jobs/view/2337476/oracle-specialist-in-midridge-park-gauteng,Contract Senior EE position,Undisclosed basic salary,11 Oct 2019
Intermediate Senior Java Developer,ASAP Resources,"Paarden Eiland, Western Cape",https://www.careerjunction.co.za/jobs/view/2336879/intermediate-senior-java-developer-in-paarden-eiland-western-cape,Contract Intermediate position,Undisclosed cost to company,09 Oct 2019
Senior .NET Developer Team Lead,Nigel Frank International,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2336855/senior-.net-developer-team-lead-in-centurion-gauteng-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus commission and benefits Neg,08 Oct 2019
Software Developer Muizenburg,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336824/software-developer-muizenburg-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,08 Oct 2019
Android Developer,KingsleyIrons Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336752/android-developer-in-johannesburg-gauteng-at-kingsleyirons-recruitment,Permanent Intermediate position,"R680,000 - R720,000 pa cost to company",08 Oct 2019
Software Engineer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336685/software-engineer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus commission and benefits Neg,08 Oct 2019
Lead Developer,Datafin Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336577/lead-developer-in-johannesburg-gauteng-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,08 Oct 2019
Software Developer Integration,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336423/software-developer-integration-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Intermediate position,Market Related cost to company,07 Oct 2019
Senior C# Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/1755733/senior-c%23-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R540,000 - R660,000 pa cost to company",05 Oct 2019
Software Engineer Platform & Devops,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2336147/software-engineer-platform-devops-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,04 Oct 2019
Software Engineer Front End Web,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319258/software-engineer-front-end-web-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,04 Oct 2019
Mid-Snr Integration Developer EE,Datafin Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336123/mid-snr-integration-developer-ee-in-johannesburg-gauteng-at-datafin-recruitment,Permanent Intermediate EE position,Market Related basic salary,04 Oct 2019
SNR Java Devops Engineer Solution Design,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2336084/snr-java-devops-engineer-solution-design-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,04 Oct 2019
Application Architect,Datonomy Solutions,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335939/application-architect-in-cape-town-western-cape-at-datonomy-solutions,Contract Intermediate position,Market Related cost to company,04 Oct 2019
Senior C# Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335842/senior-c%23-developer-in-centurion-gauteng,Permanent Senior position,Market Related commission only,03 Oct 2019
Data Architect,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2335693/data-architect-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,03 Oct 2019
C# .NET Software Developer Intermediate,e-Merge IT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2329136/c%23-.net-software-developer-intermediate-in-cape-town-cbd-western-cape,Permanent Intermediate position,"R600,000 - R650,000 pa cost to company",03 Oct 2019
C# Devops Engineer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335525/c%23-devops-engineer-in-johannesburg-gauteng-at-emerge,Permanent Intermediate position,"R550,000 - R600,000 pa cost to company",02 Oct 2019
Senior Developer,D & R Establishment,"Sandton, Gauteng",https://www.careerjunction.co.za/jobs/view/2335170/senior-developer-in-sandton-gauteng,Permanent Senior EE position,Undisclosed cost to company,01 Oct 2019
Intermediate C# Developer with angular2+,Network IT Bruma,"Johannesburg West, Gauteng",https://www.careerjunction.co.za/jobs/view/2334985/intermediate-c%23-developer-with-angular2%2B-in-johannesburg-west-gauteng,Permanent Intermediate position,"R35,000 - R45,000 pm cost to company",30 Sep 2019
Java Voip Asterisk Developer,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334900/java-voip-asterisk-developer-in-johannesburg-gauteng,Permanent Intermediate position,"R710,000 - R720,000 pa cost to company",30 Sep 2019
UI Designer,Recruit Digital,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334830/ui-designer-in-cape-town-western-cape-at-recruit-digital,Permanent Intermediate position,Market Related basic salary,30 Sep 2019
Senior Java Developer Permanent,Emerge,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334787/senior-java-developer-permanent-in-randburg-gauteng-at-emerge,Permanent Senior position,Undisclosed basic salary,30 Sep 2019
Intermediate Java Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2325468/intermediate-java-developer-in-centurion-gauteng,Permanent Intermediate position,"R350,000 - R460,000 pa cost to company",27 Sep 2019
.NET Developer,Emerge,"Parktown, Gauteng",https://www.careerjunction.co.za/jobs/view/2334688/.net-developer-in-parktown-gauteng-at-emerge,Contract Senior position,"R899,999 - R900,000 pa cost to company",27 Sep 2019
Developer C# MVC,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2234687/developer-c%23-mvc-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,27 Sep 2019
C# Programmer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2131894/c%23-programmer-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,27 Sep 2019
Intermediate Front End Developer Shopify Experience,Fourier Recruitment,"Tygervalley, Western Cape",https://www.careerjunction.co.za/jobs/view/2334580/intermediate-front-end-developer-shopify-experience-in-tygervalley-western-cape-at-fourier-recruitment,Permanent Intermediate position,"R30,000 - R35,000 pm cost to company",27 Sep 2019
.NET Core Developer Contract,ICT Recruit,"Sandton, Gauteng",https://www.careerjunction.co.za/jobs/view/2334570/.net-core-developer-contract-in-sandton-gauteng,Contract Intermediate position,R420 - R440 ph basic salary,27 Sep 2019
Senior .NET Developer,Outsourced CTO,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2334531/senior-.net-developer-in-sandown-gauteng,Permanent Senior position,Undisclosed basic salary,26 Sep 2019
Python Developer & Ci CD and Tooling Expert,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2334215/python-developer-ci-cd-and-tooling-expert-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,25 Sep 2019
Senior IT Developer,MPC Recruitment,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2334184/senior-it-developer-in-port-elizabeth-eastern-cape-at-mpc-recruitment,Permanent Senior position,Undisclosed cost to company,25 Sep 2019
Senior Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2334175/senior-developer-in-menlyn-gauteng,Permanent Senior position,Undisclosed cost to company,25 Sep 2019
Senior C Linux Developer,e-Merge IT Recruitment,"Kyalami, Gauteng",https://www.careerjunction.co.za/jobs/view/2327025/senior-c-linux-developer-in-kyalami-gauteng,Permanent Senior position,Undisclosed cost to company,23 Sep 2019
Business Analyst,Infovest Consulting,"Mowbray, Western Cape",https://www.careerjunction.co.za/jobs/view/2339247/business-analyst-in-mowbray-western-cape-at-infovest-consulting,Permanent Intermediate EE position,Undisclosed cost to company,22 Oct 2019
Dvsa Intermediate Java Developer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2339742/dvsa-intermediate-java-developer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,24 Oct 2019
Senior Javascript Developer,Mediro Application Consulting,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2339507/senior-javascript-developer-in-rosslyn-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,23 Oct 2019
Embedded Software Developer,Skill Hunters,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2339468/embedded-software-developer-in-pretoria-gauteng-at-skill-hunters,Permanent Intermediate position,"R30,000 - R37,000 pm cost to company",22 Oct 2019
Senior C# ASP.NET Developer,Tumaini,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2339240/senior-c%23-asp.net-developer-in-cape-town-cbd-western-cape,Permanent Specialist position,Undisclosed cost to company,22 Oct 2019
C# Developer,Fourier Recruitment,"Roodepoort, Gauteng",https://www.careerjunction.co.za/jobs/view/2339060/c%23-developer-in-roodepoort-gauteng-at-fourier-recruitment,Permanent Intermediate position,"R40,000 - R60,000 pm cost to company",21 Oct 2019
Hogan Cams DB2 Programmer Developer,Fourier Recruitment,"Sandton, Gauteng",https://www.careerjunction.co.za/jobs/view/2338992/hogan-cams-db2-programmer-developer-in-sandton-gauteng-at-fourier-recruitment,Permanent Senior position,"R840,000 - R1,000,000 pa cost to company",19 Oct 2019
SAS Developer,eSmart Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2338969/sas-developer-in-sandown-gauteng,Permanent Intermediate position,Undisclosed cost to company,18 Oct 2019
Mainframe Developer,Praesignis (Pty) LTD,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2338866/mainframe-developer-in-jhb-central-gauteng,Contract Intermediate position,Market Related commission only,18 Oct 2019
Junior Mid Software Developer Node Typescript,Datafin Recruitment,"Green Point, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2338858/junior-mid-software-developer-node-typescript-in-green-point-eastern-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,18 Oct 2019
Javascript Developer,Nigel Frank International,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2338749/javascript-developer-in-pretoria-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus commission and benefits Neg,17 Oct 2019
Sharepoint Consultant,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2338446/sharepoint-consultant-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,16 Oct 2019
Software Developer,MPC Recruitment,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2338151/software-developer-in-port-elizabeth-eastern-cape-at-mpc-recruitment,Contract Intermediate position,Undisclosed cost to company,15 Oct 2019
Devops Engineer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2331696/devops-engineer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,15 Oct 2019
Senior Java Developer,Hire Resolve,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2337956/senior-java-developer-in-pretoria-cbd-gauteng,Permanent Specialist position,Undisclosed cost to company,15 Oct 2019
Senior Lead Developer,Nigel Frank International,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2337625/senior-lead-developer-in-centurion-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,11 Oct 2019
Android Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2329340/android-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R650,000 - R840,000 pa cost to company",11 Oct 2019
Front End Developer React EE,Datafin Recruitment,"City of Cape Town Metro, Western Cape",https://www.careerjunction.co.za/jobs/view/2337350/front-end-developer-react-ee-in-city-of-cape-town-metro-western-cape-at-datafin-recruitment,Permanent Intermediate EE position,Market Related cost to company,10 Oct 2019
Machine Learning Engineer Python Java,Tier 1 Consultants,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2337266/machine-learning-engineer-python-java-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,10 Oct 2019
Front-End Developer React Angular,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337135/front-end-developer-react-angular-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,09 Oct 2019
Senior Java Developer,Nigel Frank International,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2336874/senior-java-developer-in-pretoria-gauteng-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus commission and benefits Neg,09 Oct 2019
Java Technical Architect,iOCO,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2336733/java-technical-architect-in-jhb-northern-suburbs-gauteng,Permanent Senior position,"R1 - R104,000 pm cost to company",08 Oct 2019
Java EE Developer Back-End,Fourier Recruitment,"Bryanston, Gauteng",https://www.careerjunction.co.za/jobs/view/2336565/java-ee-developer-back-end-in-bryanston-gauteng-at-fourier-recruitment,Permanent Intermediate position,"R600,000 - R960,000 pa cost to company",08 Oct 2019
